,0,1
89,610923.320984,172441.90693
90,616749.711888,145471.256749
91,624712.439854,171742.801752
92,613994.972338,161035.565645
93,628733.002974,157933.43835
94,614212.487318,171227.799606
95,627225.358669,169519.202736
96,599399.775335,144953.330262
97,624246.594074,156246.257159
98,641627.64844,173617.79265
99,632382.099067,175250.826573
100,625137.123314,146504.458777
101,637720.161095,167264.250966
102,636364.767733,171750.60969
103,584620.323818,152591.112766
104,612624.731131,144296.167167
105,635649.954593,170879.413898
106,620640.699053,183899.545228
107,634648.010542,160362.603944
108,619673.139759,176033.433357
109,582087.109024,148510.523261
110,620127.320933,171225.85206
111,591813.444435,156156.226142
112,596670.855439,155348.613262
113,631546.320136,170018.716469
114,596802.650583,148380.015642
115,640703.427683,182959.211291
116,624990.476057,142527.88824
117,629356.91887,177693.304524
118,624881.277027,142356.485739
119,614642.453049,169203.070589
120,638081.341712,155858.144312
121,643434.087836,164093.731488
122,619443.968938,168195.696089
123,597871.510511,160259.710338
124,622357.301472,145674.947442
125,634685.541585,157645.375458
126,593945.905456,159352.093063
127,603244.026314,147610.130255
128,633048.891104,158585.25426
129,620516.515998,169703.230285
130,635377.496205,155539.319745
131,614740.374657,153001.88908
132,611749.657271,159484.685099
133,623321.786032,186619.496478
134,636413.669622,151707.865099
135,608034.302679,145576.102987
136,611270.526965,158499.880531
137,623366.495727,178622.136765
138,624329.793932,177068.938724
139,600798.510518,155840.738873
140,616558.637452,155494.798905
141,604166.639165,161059.587961
142,583960.145332,145498.608189
143,621450.171725,164438.44169
144,619139.277876,186148.705876
145,635814.071906,171893.637158
146,624155.726082,148359.868403
147,636186.418267,155883.094825
148,642954.832291,167082.412513
149,638451.733508,142234.752878
150,626133.600857,174306.731762
151,625813.116805,145195.798568
152,604830.342122,147662.789416
153,620726.450722,144587.825677
154,643859.094858,168266.637789
155,639371.697945,158418.257001
156,629999.811423,161843.039711
157,623583.767497,171483.643547
158,632709.352136,144480.829961
159,640150.516301,181626.358159
160,603478.200011,158271.581157
161,631376.572424,183521.410507
162,587793.511129,153789.623948
163,592474.167574,148532.440209
164,610136.837088,152463.221107
165,589537.15959,144166.234244
166,600455.947838,151115.712741
167,581579.984189,148707.620104
168,630775.715238,177542.598038
169,645248.800015,183761.411387
170,626087.438541,141327.253304
171,634137.758868,175823.094526
172,617736.190338,146962.691645
173,639113.934512,180157.091978
174,586196.665862,152998.561427
175,627475.981152,176196.33607
176,626877.916633,165232.287656
177,647888.638125,175710.498092
178,595208.322358,151994.489848
179,637514.077935,142252.005211
180,647478.151564,169094.256737
181,632968.917726,171489.126952
182,626485.615387,141379.514024
183,601529.248706,145797.131955
184,607043.580206,162225.877593
185,635881.416469,158475.81823
186,590477.51113,152541.311031
187,586568.528159,154258.114832
188,605136.557812,147757.387963
189,623242.403722,155862.935723
190,635700.213971,159596.52977
191,589786.932788,156506.180118
192,612670.354762,160299.154483
193,624021.60585,157128.64657
194,600617.059256,150402.862416
195,647113.79185,168300.325099
196,631587.89281,173314.839462
197,593147.25663,154334.227973
198,624466.010752,154490.757607
199,623002.916983,178952.405767
200,617910.518067,155072.980881
201,605602.713024,144951.21042
202,623633.925614,176574.830097
203,642882.032265,163221.621915
204,587257.470272,145816.77868
205,634066.102142,142090.708714
206,637608.305592,163500.711727
207,623124.9134,156218.905849
208,621999.169099,158390.995315
209,616948.009833,154312.312967
210,623108.137729,170184.037397
211,630967.919491,180015.841699
212,636886.247738,176730.661505
213,612894.373727,167638.321631
214,622436.871412,170942.076059
215,600683.034057,148125.871195
216,628625.488995,152910.506583
217,637783.361295,167808.354638
218,616345.36617,145604.204654
219,643282.584788,164836.484384
220,625103.970645,180462.155813
221,611695.334734,172452.38918
222,633727.428199,146223.329538
223,581440.154862,147955.615009
224,592116.089953,154068.733189
225,622945.386469,163651.121655
226,637170.869896,142813.457475
227,632455.045911,154661.390917
228,630448.571585,165427.347961
229,646041.291847,171156.870118
230,634001.912696,171043.724789
231,629914.258991,172521.566566
232,630089.78161,169748.8867
233,607838.386919,158768.34085
234,608354.018387,161383.030755
235,621543.947417,153712.448321
236,589790.653388,150638.570492
237,632004.101807,167002.769884
238,593424.284012,148167.773228
239,633574.415241,167071.445242
240,624556.948321,155836.524233
241,626887.491668,164191.535968
242,620969.986051,166263.682683
243,623229.580082,161925.630664
244,586942.922398,146745.281058
245,609838.922949,162689.419538
246,590607.409441,153125.485267
247,610637.282919,160332.138804
248,598457.993466,145086.515302
249,621790.355983,184522.197913
250,582837.75118,147973.691155
251,617860.904723,155829.397735
252,638674.282285,168683.937698
253,629717.59784,156287.050796
254,633003.484061,160619.085765
255,638311.383977,168797.808997
256,626644.549514,159851.066002
257,640747.52827,156349.162951
258,594161.897374,147870.281568
259,630545.505097,165774.883778
260,627997.013611,148429.562076
261,611503.979733,166721.135271
262,597434.360437,155688.976362
263,593107.698638,151711.589241
264,613342.835376,168357.56826
265,634350.094471,156269.388518
266,627904.631732,161161.754147
267,615041.943647,157593.418622
268,633341.302041,184911.461687
269,641930.309433,165570.784879
270,636221.78096,150548.596741
271,629294.529149,163513.215091
272,623111.277103,161257.848775
273,633866.778091,180212.599466
274,601214.355801,145002.764795
275,619993.729619,146836.985716
276,627191.849769,152780.360944
277,634299.525069,156960.402723
278,621422.742135,182758.715614
279,615982.785987,175865.020142
280,640760.888669,166345.695783
281,639087.318355,185781.416963
282,633378.525619,144876.464414
283,584449.589147,148280.025743
284,600960.325271,147326.055203
285,601525.42139,152514.441373
286,598295.253828,146918.578315
287,621626.850144,178699.552466
288,624088.477568,156048.014443
289,639296.765093,170623.781342
290,617138.592922,164180.78258
291,624729.934648,152601.06163
292,619940.890317,153168.876991
293,634509.869189,180534.705114
294,597150.931411,146100.770072
295,606598.237351,160093.60299
296,633263.042535,171964.156872
297,649133.633524,169741.964587
298,628280.460117,155684.96439
299,632019.854687,184707.526027
300,606348.636893,160092.082845
301,584898.765971,148502.365025
302,603228.759498,160296.077355
303,627724.962201,182337.550321
304,611935.695183,171227.855015
305,632981.554931,163401.151004
306,623626.040857,172622.003195
307,618473.419765,149818.592025
308,629372.779373,178297.124542
309,630651.205887,164342.292939
310,609802.37189,143851.284636
311,597223.058078,151832.158976
312,624221.838512,166353.898959
313,613746.282085,158061.281987
314,606721.730609,151097.065773
315,623530.773273,154976.648965
316,611706.550871,150637.651656
317,623723.938901,185702.370226
318,638205.81619,162175.71348
319,595667.650872,148336.298056
320,639430.54462,157771.394526
321,624027.291861,174516.80487
322,611727.60653,169363.2688
323,613361.332828,163446.321765
324,625498.067002,143079.983143
325,606468.475845,148665.584651
326,624792.017709,179691.645923
327,617440.66227,150522.229684
328,625295.223507,165052.4377
329,608031.128919,160103.036959
330,621620.564331,185564.190649
331,636585.662237,164193.831778
332,587456.705579,154410.464855
333,597245.819867,158566.267884
334,634252.480349,163208.719565
335,636106.919049,159669.976014
336,614264.663571,169764.942239
337,629420.025034,156676.786601
338,603833.221206,158626.726189
339,625581.25827,144604.413424
340,629441.700693,171290.520119
341,627243.264762,169576.794207
342,629980.634733,144183.021038
343,584688.513625,153289.671917
344,610987.066799,168624.662432
345,634898.011765,165026.151237
346,623316.744532,177835.073275
347,632679.274262,165876.62813
348,617119.365022,166519.941276
349,625426.201565,170279.917947
350,617355.492484,167207.380364
351,620768.533612,158335.890818
352,602221.631297,147986.795583
353,609938.639125,167120.985675
354,620890.078468,182195.705642
355,600364.572446,149281.285339
356,582266.349276,148956.530161
357,613812.235832,152284.272959
358,612802.324552,175102.251368
359,623754.94328,184045.606108
360,632618.431806,173308.460233
361,614617.06763,154598.471598
362,620392.256208,186697.607896
363,648045.841286,171416.573696
364,609786.579503,146454.631188
365,643087.748751,169609.386369
366,632601.359537,142698.603651
367,611246.602525,161598.255785
368,636436.237722,186376.847863
369,618033.594167,145235.516836
370,632881.105919,160735.127317
371,584482.759402,149726.794504
372,648742.692431,169586.765998
373,614257.434738,160220.562512
374,636557.509366,158544.149419
375,598175.710751,159428.087234
376,603480.232669,155143.59806
377,636325.378727,151729.777367
378,638198.249678,179214.460884
379,612373.611773,168511.997692
380,597855.299743,157339.35006
381,634126.634756,184497.239239
382,600774.872976,153130.267155
383,628397.334539,147305.419033
384,624244.936937,157441.508405
385,613564.924463,156548.37973
386,618946.790873,178347.801465
387,621292.437744,156329.760677
388,633960.804315,142890.215677
389,616627.293438,157674.8567
390,611391.533784,165450.07525
391,591975.014038,150322.280989
392,630379.524998,152214.336582
393,638512.621038,157667.275052
394,637569.627834,175000.910167
395,616647.28789,166580.190542
396,631521.18689,178828.074897
397,636646.23296,170329.554745
398,625586.381507,158208.385856
399,622717.32532,147039.960463
400,596785.505675,149740.9736
401,636248.777127,151691.298212
402,637584.84969,155425.689223
403,593129.042103,145021.096215
404,631680.416861,174679.118369
405,635430.430212,151343.77887
406,609423.578563,143883.992213
407,598711.18677,146505.156222
408,642412.90474,162145.035526
409,634550.984461,171164.527404
410,642308.104629,161620.289986
411,599310.813631,149607.755584
412,603959.581042,158289.689592
413,632068.798148,180031.27586
414,639745.209615,142187.802026
415,583732.267781,152041.062486
416,631080.821301,164603.38329
417,621916.215951,150821.257505
418,597283.028382,152374.599397
419,636146.870621,163612.290946
420,619671.852998,179659.223671
421,611928.24255,159263.317922
422,645146.818662,183772.485893
423,618575.675574,167880.809452
424,616234.331959,158048.999995
425,623903.408534,145183.003139
426,630061.810025,175627.545282
427,647310.847105,170157.540438
428,641307.199229,169486.183908
429,622829.054456,164812.005465
430,643572.353341,164822.745607
431,622892.443681,179585.444479
432,604209.229993,161097.569214
433,646513.622522,172734.094451
434,631222.257975,151627.935574
435,630681.549874,176956.261906
436,626533.732574,174886.181155
437,632363.580805,166714.678872
438,624631.521817,157398.994079
439,624923.006546,147145.899468
440,611401.618527,166884.468545
441,639395.656457,169164.869771
442,645143.660282,178407.698482
443,646735.568678,178462.771972
444,600089.832184,159245.823139
445,619166.855279,167789.833718
446,623951.558138,147757.38623
447,623649.863697,182179.442387
448,625174.33472,179778.942816
449,611122.933754,165235.234848
450,644325.004986,176917.044893
451,587146.857937,147059.157628
452,633038.355668,170660.760908
453,647991.307304,176286.122888
454,620122.048619,173869.634925
455,639481.415755,179522.508296
456,620353.543814,166477.367385
457,613421.016154,173537.876688
458,608576.692763,156107.640773
459,617481.892935,151700.518933
460,618514.951308,149953.602276
461,608262.437669,160482.4929
462,612205.044539,171691.639809
463,639832.523258,170679.989546
464,617753.645823,154086.002886
465,619617.11135,155161.444098
466,643427.424243,162986.677309
467,628464.38572,172301.890238
468,587724.309245,146623.003277
469,615417.297479,160557.082744
470,626717.206176,179235.293402
471,605153.762509,151295.545008
472,610222.987663,144803.65548
473,639789.261087,177792.900518
474,622801.031901,150070.918894
475,630100.188861,165543.067054
476,622311.480983,178533.818267
477,645173.427458,172943.786856
478,595316.089952,151058.155571
479,635018.910375,142979.058259
480,632778.076419,172862.221497
481,629037.19878,171507.768048
482,628714.116534,183645.868083
483,607645.105108,148178.210207
484,645038.861767,169850.296585
485,619852.013246,153236.641272
486,621190.989276,167611.588765
487,620829.814077,184935.741183
488,630316.456603,176205.436539
489,633935.626915,145638.733907
490,638274.88418,142102.427616
491,602658.274757,148865.915031
492,621837.977453,161900.042154
493,615859.724613,159613.350643
494,626672.822849,162681.702321
495,618895.736928,152485.162795
496,622998.445888,177965.291659
497,621322.334122,177372.892645
498,586607.412109,152557.582637
499,628939.264957,141650.321777
500,634422.474211,172962.338864
501,597356.818824,151594.898124
502,612188.621836,161287.863362
503,619579.568248,176126.738932
504,587974.628903,148480.152043
505,614517.187347,159086.94821
506,621527.492233,145948.22374
507,626809.698658,145027.965789
508,624732.885295,177613.279523
509,632954.117481,155991.318054
510,641864.404944,175808.838574
511,647505.492555,180426.990938
512,621507.988921,160805.373029
513,643812.141291,165506.340615
514,627817.873898,141798.674633
515,623240.400897,183362.715688
516,628364.839265,165495.549946
517,637759.942682,170663.151716
518,606879.37032,160265.072905
519,618154.83237,163023.159668
520,644231.0062,177258.755988
521,623842.444073,149784.989272
522,627095.522568,163844.830457
523,642292.805563,164210.09248
524,588543.425787,155754.583708
525,626002.681688,143327.047297
526,633464.462565,171093.831848
527,613921.438355,147371.184661
528,648177.653846,176356.696005
529,630643.486338,156043.557983
530,625884.579956,168385.279758
531,637074.429134,178191.200339
532,609527.620964,167235.844504
533,624638.777239,154438.390443
534,629094.516433,168131.125356
535,622269.408665,179149.31128
536,627594.624861,163938.074101
537,630500.290995,170355.24743
538,643084.45719,175808.19
539,631957.492143,185564.609271
540,632367.330394,161970.31733
541,640264.402519,177087.128518
542,599946.773153,149522.257629
543,586903.601975,147960.826533
544,604275.393476,152383.123177
545,628901.967666,164760.410589
546,597033.430362,148968.050751
547,623915.010551,169899.996173
548,607873.170278,159698.919565
549,587145.383419,143751.84875
550,645769.016305,179956.270964
551,612290.197282,161198.824842
552,615565.716287,160606.432324
553,635775.39754,172276.833894
554,594725.95998,156302.735768
555,597890.450403,159724.348078
556,623851.679084,157109.503649
557,600259.3734,148607.028819
558,628509.654805,178402.74314
559,616264.119904,171510.815021
560,641662.000849,175917.252814
561,598551.963735,146868.071486
562,615065.023843,173885.17581
563,621496.744852,146910.715147
564,584032.997906,149004.390691
565,621989.251697,144121.220463
566,600236.586193,148810.129096
567,628750.015897,164004.357796
568,593297.35348,153133.945772
569,611917.442201,158312.151315
570,634684.838151,164329.368046
571,614489.884841,151448.872709
572,603651.210171,159800.769957
573,620673.775453,148010.390947
574,603645.567395,159940.158855
575,640300.643416,184517.970176
576,599877.814416,148854.030557
577,617743.335108,147353.506233
578,644405.611414,178280.977389
579,612313.782064,174233.939692
580,631899.679532,173758.481872
581,601350.129061,160691.609064
582,611519.367848,163466.472847
583,619091.23357,185492.225703
584,612113.632858,162613.963776
585,637321.275216,161059.723379
586,640946.615533,174996.269823
587,619214.179008,164933.358332
588,606382.871779,153592.583386
589,622866.285858,177784.193203
590,606753.35768,153984.720552
591,647133.487673,172831.74891
592,605163.298029,151354.177444
593,587560.917279,148086.444516
594,614503.229829,155818.308136
595,616030.394615,164022.615529
596,606044.339959,161058.821205
597,592692.285973,154955.758444
598,628957.984779,184588.953782
599,637935.048274,167770.01875
600,597311.939312,146460.58626
601,647340.52282,169604.401087
602,619625.023666,173684.205174
603,642901.398969,168336.030177
604,627183.727672,174298.460525
605,585791.573142,154253.80409
606,614560.918857,173964.948973
607,635125.964684,171665.612667
608,623734.086749,146522.706366
609,615081.180264,159483.556183
610,609140.027321,163683.978743
611,624937.313192,161614.88163
612,604127.178131,155689.912451
613,639473.808619,166082.307598
614,632781.611247,161494.617222
615,599924.08433,157907.202259
616,584325.556755,150602.390062
617,629355.695334,169389.079952
618,630493.674264,171062.292269
619,602456.621373,151630.933866
620,633987.585944,172716.79152
621,623312.231164,155866.632425
622,628078.943544,174991.726567
623,630744.054154,157502.913939
624,615048.574222,160667.1957
625,620906.477576,146575.689788
626,616656.240018,169231.293151
627,593271.368217,151395.490596
628,589457.197291,144764.666038
629,609395.580521,153957.971089
630,648262.405387,170010.583536
631,632514.55161,174176.086833
632,596491.779104,158990.045827
633,629493.494105,159658.501535
634,641529.083314,165180.115414
635,631817.830448,184425.503096
636,644605.187765,177453.236109
637,622053.347632,164369.3458
638,612945.743659,152733.211071
639,612083.232674,166423.154549
640,611133.279129,159972.650234
641,619304.1318,162637.695071
642,635405.250915,151140.037686
643,637202.226688,177988.546991
644,634875.434965,157878.445926
645,639707.129014,175275.3283
646,624020.228238,169597.236951
647,635936.018719,143262.899287
648,611482.37401,159767.404994
649,599870.76653,153777.736476
650,635596.376907,168813.434283
651,643227.892529,180068.473497
652,592873.892287,151195.869042
653,618375.405306,153207.498342
654,583626.245619,145490.280609
655,636889.529538,159882.262292
656,593230.046739,152045.469909
657,600017.933844,154442.560415
658,641934.272845,166793.090432
659,591640.863504,156819.123291
660,621226.460928,158950.68649
661,622158.765127,146523.592541
662,635531.0938,184839.951581
663,623847.482971,185516.167562
664,611412.772001,168288.78921
665,627510.124253,184605.690935
666,633154.560017,145838.317889
667,614131.757777,168225.40949
668,626529.826187,160248.323659
669,583649.109846,148183.303422
670,616362.775927,158847.393196
671,619553.097566,166018.43077
672,637133.373723,153344.841842
673,635555.852186,168127.920356
674,628435.798117,157237.03316
675,643597.159542,175226.610396
676,631706.141909,156254.47703
677,612750.646951,170771.992401
678,580989.817061,145252.32457
679,607591.007501,157891.112884
680,631615.038017,176177.239633
681,609220.680669,166354.049704
682,593515.242194,151860.629103
683,639552.146549,166417.104566
684,586872.742614,148833.721004
685,637931.604406,152465.443005
686,645653.155493,175564.712793
687,592240.663496,143873.535952
688,638797.56811,162706.757317
689,623929.7968,163136.059515
690,625534.660922,167339.892897
691,634222.221251,170013.175893
692,633795.506127,174549.054736
693,597035.429305,146014.421506
694,643336.616429,164510.325648
695,646870.141684,180114.542019
696,615499.374776,176630.102463
697,613375.510112,166524.042029
698,608203.070345,146517.567928
699,622182.77193,163591.005079
700,632213.114105,172308.615933
701,624707.318647,144236.614589
702,612918.081244,149786.215647
703,621292.446499,164068.226701
704,618329.349603,162396.703289
705,606679.12999,150521.277353
706,590467.238741,152613.426395
707,620412.824575,179613.828157
708,640570.491418,156461.80869
709,607609.545373,160462.602172
710,626469.923143,178309.834089
711,631371.183417,169828.179709
712,627367.538734,164815.979671
713,615866.341887,169171.220937
714,607515.589972,146440.697399
715,621095.485305,164017.89718
716,633068.586366,161660.888906
717,644574.863067,168185.696105
718,610192.569276,167566.65492
719,637916.817219,154610.018342
720,622826.57172,177379.72224
721,611335.602202,165603.782613
722,619310.218555,145120.543831
723,634482.745809,156052.480604
724,590665.015902,153158.48957
725,598456.192822,145069.318469
726,640772.290601,171932.461572
727,648034.878921,173231.657739
728,640815.71262,176563.427558
729,589364.571324,149221.638922
730,630633.835299,161067.748659
731,625590.358979,146111.120466
732,615791.459104,169451.343572
733,634291.076534,162744.35084
734,620269.745741,144787.558773
735,622523.455644,153997.431446
736,635264.232455,173531.562641
737,612015.427836,148168.454424
738,632498.943457,173058.955413
739,617246.387052,165454.32818
740,592692.227277,154162.350487
741,596804.014656,156643.714314
742,609037.566294,156402.43661
743,614573.609986,153521.585509
744,618919.888399,166645.17361
745,640994.185373,168764.020722
746,627507.128728,169598.410409
747,631635.826585,165684.560713
748,643412.269594,164292.479701
749,594181.311381,147862.443943
750,636750.877542,162019.030294
751,634043.387997,180165.774502
752,614975.896279,145592.543859
753,615422.525853,168866.249491
754,613733.970256,169362.319704
755,612408.267065,161893.181996
756,632588.472932,144643.866075
757,638316.131197,186090.794565
758,642188.660389,175548.393827
759,620052.479826,163331.022482
760,620238.127973,153644.744861
761,633224.21469,168495.047559
762,636492.964804,157085.830719
763,647049.176458,170869.422556
764,648064.402741,173050.596712
765,620945.90035,180633.287363
766,648862.43646,169846.334168
767,635661.908032,175350.376906
768,627785.310671,174451.905252
769,594253.506518,155761.806864
770,636467.885145,179384.095336
771,622667.291985,145410.767131
772,632370.916388,171402.831143
773,623988.316373,155512.736763
774,608417.535798,156282.346425
775,638926.199029,178883.451829
776,587147.372159,143900.380829
777,641918.387545,175525.944984
778,613043.512783,147259.655309
779,620854.073458,168126.67719
780,627830.972365,185440.532528
781,637785.695907,164608.970819
782,640963.114816,161990.334103
783,624420.304261,153509.500978
784,621911.459557,156432.454116
785,625622.38045,161967.379903
786,635176.417241,169340.413121
787,643814.231078,184408.390264
788,580779.940813,148247.531286
789,644844.791395,178406.63927
790,631778.781793,179614.165206
791,629500.285735,144307.603976
792,588752.319152,145051.062858
793,610237.593626,168437.763724
794,627333.709838,166989.554623
795,603468.429891,147417.762615
796,611036.848737,147448.895159
797,629411.764229,184245.139148
798,596680.222935,149115.555185
799,626899.650347,161963.236635
800,634300.298579,173753.423276
801,624720.632962,142699.698379
802,627699.490566,143664.00395
803,630533.693222,176684.120693
804,613767.227328,161986.264771
805,583035.297438,147822.86959
806,633119.690498,174563.676097
807,620194.77569,159857.920339
808,624550.559967,160744.983532
809,631157.756184,165633.122036
810,613419.906918,175236.876328
811,618819.327536,162765.825281
812,640887.658625,167761.854214
813,593656.404403,144623.842266
814,624675.204962,183886.912487
815,588042.13961,144118.267636
816,619166.154629,146174.098917
817,623824.051896,184663.228411
818,596767.951009,149086.852413
819,631594.47238,143406.945326
820,611130.675326,167516.862648
821,628028.448532,160394.107186
822,608682.456556,155183.569217
823,616206.228414,145601.673519
824,614389.445774,152633.989407
825,612206.480689,158451.79205
826,622708.443716,181652.030547
827,626024.663002,160133.059625
828,632745.039187,156753.16327
829,628730.640232,161663.689749
830,586153.455169,152476.866774
831,596936.601212,157907.856478
832,619358.527086,161269.691762
833,625742.342331,167421.007373
834,625940.904327,167930.544918
835,624463.935562,176608.173407
836,623824.098788,144055.922697
837,619891.010844,144723.591508
838,616055.54148,156466.815949
839,635118.897783,161684.584914
840,619791.729044,177459.632063
841,586732.9528,144487.089013
842,612031.688858,166326.786419
843,597570.568055,149992.703363
844,628594.80679,143887.961751
845,616673.169642,147317.320943
846,621109.755154,168071.2809
847,608567.479605,153223.014886
848,622098.058846,161852.980262
849,641356.964763,142676.885713
850,644691.9357,183691.59321
851,626526.085262,174648.260604
852,624316.258236,164169.117779
853,628477.724654,160447.116434
854,584558.478955,152077.374119
855,597631.796227,157970.394767
856,589835.38085,155711.021231
857,612405.7096,164675.079257
858,609727.443935,164625.927668
859,603811.24589,153915.88695
860,610823.266347,159784.818937
861,636264.196991,157726.184494
862,646393.525145,171904.726312
863,621466.976757,173738.376371
864,622190.877118,156842.352162
865,629450.790184,141776.853165
866,635178.9679,179431.704052
867,587052.966607,155298.361695
868,613309.404342,157468.526325
869,643242.039873,175275.175536
870,633113.353423,170204.86122
871,633281.567256,155377.28502
872,613459.562588,157262.52262
873,632930.52961,160244.581349
874,588592.753856,148212.439251
875,637634.239665,173362.567251
876,632268.442455,159007.57725
877,611881.707832,158996.420536
878,635731.132075,153546.427917
879,645590.278024,172558.390379
880,626597.637179,166720.579209
881,624544.959451,168015.028984
882,630143.760514,171748.710114
883,647601.346019,171795.203962
884,625138.937847,184899.091331
885,627915.341823,179771.965183
886,633113.487342,171863.190547
887,636201.668183,156994.084643
888,645307.94499,176701.813859
889,588681.7689,148741.322778
890,646613.515453,168150.705696
891,616272.210781,167580.937355
892,637187.259224,175556.556717
893,608865.375583,154046.527411
894,635229.70721,159072.622859
895,620069.691907,181539.629478
896,612697.226489,171483.32027
897,644278.195293,174472.571156
898,615678.165241,176356.904468
899,587985.816085,155789.379924
900,612680.751887,165311.964616
901,617509.43776,149353.415571
902,606436.930054,144487.057328
903,643891.107774,174572.556768
904,634736.104161,157666.524899
905,641751.146591,173019.137237
906,644846.131756,178885.113556
907,637203.417415,157344.405611
908,632627.69509,186061.487958
909,617100.022741,151341.688102
910,622356.696366,171725.214617
911,618459.437224,156687.764737
912,597448.164984,158708.892161
913,610601.54531,171955.33118
914,642284.182351,161619.013882
915,617417.487876,156762.815749
916,597866.532186,158856.259718
917,606632.515219,145668.213353
918,625307.18337,162514.469949
919,619008.892681,186270.634067
920,635296.24938,176040.320818
921,599760.049968,144313.459227
922,641205.708893,177175.559867
923,636212.016459,177753.795215
924,607073.616825,160893.308854
925,623519.017736,148991.706122
926,635279.443331,160541.207185
927,591786.514381,151367.705762
928,606797.828357,150722.388425
929,587507.746483,151695.29842
930,631177.49906,184857.704144
931,609945.210358,167464.190449
932,628963.5648,157200.336574
933,636293.739519,153767.319094
934,646769.571934,172389.311463
935,596698.462204,146767.643316
936,608681.17782,149465.730121
937,600404.585133,145787.080436
938,635871.798622,184343.931587
939,624000.465658,168758.772764
940,608011.608398,145182.848813
941,619701.505437,161637.786
942,640584.563422,165676.204086
943,609353.634512,143740.355194
944,612588.362412,161187.341582
945,639539.810811,176736.694164
946,628621.882979,164440.778174
947,638716.726126,153543.281464
948,581138.159603,146529.270245
949,624393.324937,164299.003426
950,627775.629653,143819.623664
951,636312.645672,158637.333472
952,619607.821672,153781.610075
953,608288.105874,158351.806846
954,636235.458669,156714.677979
955,640293.70825,168153.694787
956,596397.816382,153705.656487
957,634669.937989,163169.240417
958,605483.70551,153619.586997
959,629650.504912,164485.250805
960,628878.258814,142530.534657
961,589184.126126,144349.634899
962,616037.716343,164419.094316
963,613710.518035,169427.742313
964,639716.149882,142399.312878
965,619901.778025,148106.114171
966,645971.379312,185100.062297
967,605552.078256,156212.766142
968,644685.563662,173259.600277
969,620879.50056,162290.707171
970,647025.721988,171452.191793
971,620762.455902,161181.670831
972,622620.039658,184912.126791
973,593961.517023,159134.834123
974,642366.744934,163615.665657
975,602527.873174,146947.528088
976,611938.051276,172534.079558
977,632385.786019,154687.105981
978,627106.451238,167622.093943
979,611865.820768,164538.794144
980,611292.102797,162604.675084
981,613094.918454,157928.667408
982,636943.342279,143370.359979
983,636339.366804,159157.14705
984,638460.378831,165509.508145
985,647384.460414,171683.433844
986,589257.557471,144211.34297
987,618015.831189,148735.797171
988,615015.144791,152218.367402
989,612529.417809,173700.48591
990,630592.380436,158407.017659
991,632554.69772,151931.404396
992,625209.457857,172678.136413
993,640074.543207,142174.225774
994,639979.782019,184465.687849
995,636987.091715,169571.548792
996,618373.939083,146506.565872
997,625163.933653,164477.945623
998,611217.420023,157281.765383
